season,week,team,arm,team_game,actual_team_targets,mean_budget_drawn,max_reconciliation_error,n_players
2022,17,DET,Q9_HURDLE,2022-17-DET,29,34.6,0.0,14
2022,17,GB,BASELINE,2022-17-GB,26,31.585,0.0,13
2022,17,GB,Q9_HURDLE,2022-17-GB,26,31.74,0.0,13
2022,17,HOU,BASELINE,2022-17-HOU,42,31.1925,0.0,17
2022,17,HOU,Q9_HURDLE,2022-17-HOU,42,31.6825,0.0,17
2022,17,IND,BASELINE,2022-17-IND,27,33.02,0.0,13
2022,17,IND,Q9_HURDLE,2022-17-IND,27,32.9575,0.0,13
2022,17,JAX,BASELINE,2022-17-JAX,28,34.6725,0.0,13
2022,17,JAX,Q9_HURDLE,2022-17-JAX,28,33.9725,0.0,13
2022,17,KC,BASELINE,2022-17-KC,40,37.595,0.0,13
2022,17,KC,Q9_HURDLE,2022-17-KC,40,37.77,0.0,13
2022,17,LA,BASELINE,2022-17-LA,18,34.625,0.0,12
2022,17,LA,Q9_HURDLE,2022-17-LA,18,34.565,0.0,12
2022,17,LAC,BASELINE,2022-17-LAC,31,39.845,0.0,16
2022,17,LAC,Q9_HURDLE,2022-17-LAC,31,39.875,0.0,16
2022,17,LV,BASELINE,2022-17-LV,32,32.885,0.0,15
2022,17,LV,Q9_HURDLE,2022-17-LV,32,32.555,0.0,15
2022,17,MIA,BASELINE,2022-17-MIA,40,32.97,0.0,17
2022,17,MIA,Q9_HURDLE,2022-17-MIA,40,33.275,0.0,17
2022,17,MIN,BASELINE,2022-17-MIN,35,38.7175,0.0,12
2022,17,MIN,Q9_HURDLE,2022-17-MIN,35,38.1775,0.0,12
2022,17,NE,BASELINE,2022-17-NE,32,28.475,0.0,15
2022,17,NE,Q9_HURDLE,2022-17-NE,32,28.3525,0.0,15
2022,17,NO,BASELINE,2022-17-NO,23,29.795,0.0,18
2022,17,NO,Q9_HURDLE,2022-17-NO,23,29.4575,0.0,18
2022,17,NYG,BASELINE,2022-17-NYG,23,28.7575,0.0,13
2022,17,NYG,Q9_HURDLE,2022-17-NYG,23,28.205,0.0,13
2022,17,NYJ,BASELINE,2022-17-NYJ,45,34.3075,0.0,14
2022,17,NYJ,Q9_HURDLE,2022-17-NYJ,45,33.85,0.0,14
2022,17,PHI,BASELINE,2022-17-PHI,32,29.3,0.0,13
2022,17,PHI,Q9_HURDLE,2022-17-PHI,32,28.7575,0.0,13
2022,17,PIT,BASELINE,2022-17-PIT,27,37.375,0.0,12
2022,17,PIT,Q9_HURDLE,2022-17-PIT,27,38.015,0.0,12
2022,17,SEA,BASELINE,2022-17-SEA,28,31.4675,0.0,16
2022,17,SEA,Q9_HURDLE,2022-17-SEA,28,30.975,0.0,16
2022,17,SF,BASELINE,2022-17-SF,34,31.3925,0.0,14
2022,17,SF,Q9_HURDLE,2022-17-SF,34,31.3075,0.0,14
2022,17,TB,BASELINE,2022-17-TB,42,42.95,0.0,15
2022,17,TB,Q9_HURDLE,2022-17-TB,42,42.985,0.0,15
2022,17,TEN,BASELINE,2022-17-TEN,38,28.2,0.0,15
2022,17,TEN,Q9_HURDLE,2022-17-TEN,38,28.2175,0.0,15
2022,17,WAS,BASELINE,2022-17-WAS,28,33.2875,0.0,12
2022,17,WAS,Q9_HURDLE,2022-17-WAS,28,33.4625,0.0,12
2022,18,ARI,BASELINE,2022-18-ARI,27,34.8375,0.0,14
2022,18,ARI,Q9_HURDLE,2022-18-ARI,27,34.4375,0.0,14
2022,18,ATL,BASELINE,2022-18-ATL,28,28.265,0.0,15
2022,18,ATL,Q9_HURDLE,2022-18-ATL,28,28.6625,0.0,15
2022,18,BAL,BASELINE,2022-18-BAL,42,28.345,0.0,17
2022,18,BAL,Q9_HURDLE,2022-18-BAL,42,28.8275,0.0,17
2022,18,BUF,BASELINE,2022-18-BUF,31,35.635,0.0,14
2022,18,BUF,Q9_HURDLE,2022-18-BUF,31,35.445,0.0,14
2022,18,CAR,BASELINE,2022-18-CAR,11,23.5,0.0,13
2022,18,CAR,Q9_HURDLE,2022-18-CAR,11,23.63,0.0,13
2022,18,CHI,BASELINE,2022-18-CHI,27,20.9725,0.0,16
2022,18,CHI,Q9_HURDLE,2022-18-CHI,27,20.0275,0.0,16
2022,18,CIN,BASELINE,2022-18-CIN,40,33.98,0.0,13
2022,18,CIN,Q9_HURDLE,2022-18-CIN,40,34.22,0.0,13
2022,18,CLE,BASELINE,2022-18-CLE,27,30.01,0.0,14
2022,18,CLE,Q9_HURDLE,2022-18-CLE,27,29.3675,0.0,14
2022,18,DAL,BASELINE,2022-18-DAL,36,36.34,0.0,13
2022,18,DAL,Q9_HURDLE,2022-18-DAL,36,35.3225,0.0,13
2022,18,DEN,BASELINE,2022-18-DEN,22,33.34,0.0,18
2022,18,DEN,Q9_HURDLE,2022-18-DEN,22,33.685,0.0,18
2022,18,DET,BASELINE,2022-18-DET,33,33.8225,0.0,14
2022,18,DET,Q9_HURDLE,2022-18-DET,33,33.7775,0.0,14
2022,18,GB,BASELINE,2022-18-GB,26,32.47,0.0,14
2022,18,GB,Q9_HURDLE,2022-18-GB,26,32.2925,0.0,14
2022,18,HOU,BASELINE,2022-18-HOU,38,32.3075,0.0,17
2022,18,HOU,Q9_HURDLE,2022-18-HOU,38,32.6,0.0,17
2022,18,IND,BASELINE,2022-18-IND,34,33.515,0.0,13
2022,18,IND,Q9_HURDLE,2022-18-IND,34,33.4025,0.0,13
2022,18,JAX,BASELINE,2022-18-JAX,29,34.765,0.0,13
2022,18,JAX,Q9_HURDLE,2022-18-JAX,29,34.9225,0.0,13
2022,18,KC,BASELINE,2022-18-KC,24,36.9325,0.0,14
2022,18,KC,Q9_HURDLE,2022-18-KC,24,37.8525,0.0,14
2022,18,LA,BASELINE,2022-18-LA,24,33.745,0.0,13
2022,18,LA,Q9_HURDLE,2022-18-LA,24,33.63,0.0,13
2022,18,LAC,BASELINE,2022-18-LAC,44,39.0075,0.0,14
2022,18,LAC,Q9_HURDLE,2022-18-LAC,44,39.19,0.0,14
2022,18,LV,BASELINE,2022-18-LV,34,32.865,0.0,14
2022,18,LV,Q9_HURDLE,2022-18-LV,34,31.855,0.0,14
2022,18,MIA,BASELINE,2022-18-MIA,27,34.015,0.0,16
2022,18,MIA,Q9_HURDLE,2022-18-MIA,27,33.76,0.0,16
2022,18,MIN,BASELINE,2022-18-MIN,32,38.4475,0.0,14
2022,18,MIN,Q9_HURDLE,2022-18-MIN,32,38.6025,0.0,14
2022,18,NE,BASELINE,2022-18-NE,39,28.855,0.0,15
2022,18,NE,Q9_HURDLE,2022-18-NE,39,28.6675,0.0,15
2022,18,NO,BASELINE,2022-18-NO,25,29.325,0.0,17
2022,18,NO,Q9_HURDLE,2022-18-NO,25,29.21,0.0,17
2022,18,NYG,BASELINE,2022-18-NYG,38,27.935,0.0,12
2022,18,NYG,Q9_HURDLE,2022-18-NYG,38,28.1,0.0,12
2022,18,NYJ,BASELINE,2022-18-NYJ,32,35.2875,0.0,14
2022,18,NYJ,Q9_HURDLE,2022-18-NYJ,32,34.22,0.0,14
2022,18,PHI,BASELINE,2022-18-PHI,31,28.3125,0.0,13
2022,18,PHI,Q9_HURDLE,2022-18-PHI,31,28.94,0.0,13
2022,18,PIT,BASELINE,2022-18-PIT,28,37.12,0.0,12
2022,18,PIT,Q9_HURDLE,2022-18-PIT,28,37.5625,0.0,12
2022,18,SEA,BASELINE,2022-18-SEA,28,31.0675,0.0,16
2022,18,SEA,Q9_HURDLE,2022-18-SEA,28,31.095,0.0,16
2022,18,SF,BASELINE,2022-18-SF,20,31.1175,0.0,15
2022,18,SF,Q9_HURDLE,2022-18-SF,20,31.235,0.0,15
2022,18,TB,BASELINE,2022-18-TB,33,43.605,0.0,15
2022,18,TB,Q9_HURDLE,2022-18-TB,33,43.33,0.0,15
2022,18,TEN,BASELINE,2022-18-TEN,27,28.4775,0.0,14
2022,18,TEN,Q9_HURDLE,2022-18-TEN,27,29.01,0.0,14
2022,18,WAS,BASELINE,2022-18-WAS,18,32.9875,0.0,15
2022,18,WAS,Q9_HURDLE,2022-18-WAS,18,33.0475,0.0,15
2023,1,ARI,BASELINE,2023-1-ARI,30,35.82,0.0,21
2023,1,ARI,Q9_HURDLE,2023-1-ARI,30,35.7925,0.0,21
2023,1,ATL,BASELINE,2023-1-ATL,17,25.6225,0.0,21
2023,1,ATL,Q9_HURDLE,2023-1-ATL,17,25.9925,0.0,21
2023,1,BAL,BASELINE,2023-1-BAL,21,27.5575,0.0,20
2023,1,BAL,Q9_HURDLE,2023-1-BAL,21,27.4925,0.0,20
2023,1,BUF,BASELINE,2023-1-BUF,39,31.695,0.0,17
2023,1,BUF,Q9_HURDLE,2023-1-BUF,39,31.36,0.0,17
2023,1,CAR,BASELINE,2023-1-CAR,31,21.205,0.0,18
2023,1,CAR,Q9_HURDLE,2023-1-CAR,31,21.3875,0.0,18
2023,1,CHI,BASELINE,2023-1-CHI,36,22.4775,0.0,25
2023,1,CHI,Q9_HURDLE,2023-1-CHI,36,23.46,0.0,25
2023,1,CIN,BASELINE,2023-1-CIN,31,38.1475,0.0,18
2023,1,CIN,Q9_HURDLE,2023-1-CIN,31,38.2,0.0,18
2023,1,CLE,BASELINE,2023-1-CLE,29,27.3775,0.0,19
2023,1,CLE,Q9_HURDLE,2023-1-CLE,29,26.81,0.0,19
2023,1,DAL,BASELINE,2023-1-DAL,25,34.4825,0.0,20
2023,1,DAL,Q9_HURDLE,2023-1-DAL,25,34.4175,0.0,20
2023,1,DEN,BASELINE,2023-1-DEN,32,30.1675,0.0,27
2023,1,DEN,Q9_HURDLE,2023-1-DEN,32,29.815,0.0,27
2023,1,DET,BASELINE,2023-1-DET,32,33.3475,0.0,19
2023,1,DET,Q9_HURDLE,2023-1-DET,32,33.66,0.0,19
2023,1,GB,BASELINE,2023-1-GB,27,29.4375,0.0,19
2023,1,GB,Q9_HURDLE,2023-1-GB,27,28.9675,0.0,19
2023,1,HOU,BASELINE,2023-1-HOU,42,33.105,0.0,25
2023,1,HOU,Q9_HURDLE,2023-1-HOU,42,33.64,0.0,25
2023,1,IND,BASELINE,2023-1-IND,39,31.3825,0.0,20
2023,1,IND,Q9_HURDLE,2023-1-IND,39,31.115,0.0,20
2023,1,JAX,BASELINE,2023-1-JAX,32,32.3375,0.0,17
2023,1,JAX,Q9_HURDLE,2023-1-JAX,32,32.85,0.0,17
2023,1,KC,BASELINE,2023-1-KC,37,33.5175,0.0,19
2023,1,KC,Q9_HURDLE,2023-1-KC,37,33.58,0.0,19
2023,1,LA,BASELINE,2023-1-LA,37,25.885,0.0,16
2023,1,LA,Q9_HURDLE,2023-1-LA,37,25.4675,0.0,16
2023,1,LAC,BASELINE,2023-1-LAC,31,38.895,0.0,16
2023,1,LAC,Q9_HURDLE,2023-1-LAC,31,38.3925,0.0,16
2023,1,LV,BASELINE,2023-1-LV,26,31.2,0.0,18
2023,1,LV,Q9_HURDLE,2023-1-LV,26,31.315,0.0,18
2023,1,MIA,BASELINE,2023-1-MIA,44,31.0725,0.0,17
2023,1,MIA,Q9_HURDLE,2023-1-MIA,44,30.325,0.0,17
2023,1,MIN,BASELINE,2023-1-MIN,44,37.965,0.0,18
2023,1,MIN,Q9_HURDLE,2023-1-MIN,44,38.2775,0.0,18
2023,1,NE,BASELINE,2023-1-NE,54,32.465,0.0,20
2023,1,NE,Q9_HURDLE,2023-1-NE,54,31.7025,0.0,20
2023,1,NO,BASELINE,2023-1-NO,32,24.1425,0.0,20
2023,1,NO,Q9_HURDLE,2023-1-NO,32,23.9225,0.0,20
2023,1,NYG,BASELINE,2023-1-NYG,29,30.82,0.0,18
2023,1,NYG,Q9_HURDLE,2023-1-NYG,29,31.1375,0.0,18
2023,1,NYJ,BASELINE,2023-1-NYJ,18,34.865,0.0,20
2023,1,NYJ,Q9_HURDLE,2023-1-NYJ,18,34.54,0.0,20
2023,1,PHI,BASELINE,2023-1-PHI,30,31.215,0.0,13
2023,1,PHI,Q9_HURDLE,2023-1-PHI,30,30.2675,0.0,13
2023,1,PIT,BASELINE,2023-1-PIT,45,29.1775,0.0,15
2023,1,PIT,Q9_HURDLE,2023-1-PIT,45,29.2925,0.0,15
2023,1,SEA,BASELINE,2023-1-SEA,24,32.4525,0.0,19
2023,1,SEA,Q9_HURDLE,2023-1-SEA,24,33.075,0.0,19
2023,1,SF,BASELINE,2023-1-SF,28,26.8275,0.0,17
2023,1,SF,Q9_HURDLE,2023-1-SF,28,27.8325,0.0,17
2023,1,TB,BASELINE,2023-1-TB,32,41.0325,0.0,21
2023,1,TB,Q9_HURDLE,2023-1-TB,32,42.5525,0.0,21
2023,1,TEN,BASELINE,2023-1-TEN,33,28.255,0.0,20
2023,1,TEN,Q9_HURDLE,2023-1-TEN,33,28.0275,0.0,20
2023,1,WAS,BASELINE,2023-1-WAS,29,27.31,0.0,20
2023,1,WAS,Q9_HURDLE,2023-1-WAS,29,26.76,0.0,20
2023,2,ARI,BASELINE,2023-2-ARI,29,33.5225,0.0,21
2023,2,ARI,Q9_HURDLE,2023-2-ARI,29,33.54,0.0,21
2023,2,ATL,BASELINE,2023-2-ATL,30,23.25,0.0,20
2023,2,ATL,Q9_HURDLE,2023-2-ATL,30,24.2675,0.0,20
2023,2,BAL,BASELINE,2023-2-BAL,33,26.4175,0.0,20
2023,2,BAL,Q9_HURDLE,2023-2-BAL,33,26.4725,0.0,20
2023,2,BUF,BASELINE,2023-2-BUF,36,33.4775,0.0,17
2023,2,BUF,Q9_HURDLE,2023-2-BUF,36,33.065,0.0,17
2023,2,CAR,BASELINE,2023-2-CAR,31,22.97,0.0,18
2023,2,CAR,Q9_HURDLE,2023-2-CAR,31,23.2175,0.0,18
2023,2,CHI,BASELINE,2023-2-CHI,28,25.3625,0.0,23
2023,2,CHI,Q9_HURDLE,2023-2-CHI,28,25.2125,0.0,23
2023,2,CIN,BASELINE,2023-2-CIN,39,37.1125,0.0,17
2023,2,CIN,Q9_HURDLE,2023-2-CIN,39,36.565,0.0,17
2023,2,CLE,BASELINE,2023-2-CLE,40,27.5575,0.0,17
2023,2,CLE,Q9_HURDLE,2023-2-CLE,40,27.295,0.0,17
2023,2,DAL,BASELINE,2023-2-DAL,37,32.2725,0.0,19
2023,2,DAL,Q9_HURDLE,2023-2-DAL,37,33.01,0.0,19
2023,2,DEN,BASELINE,2023-2-DEN,27,30.7625,0.0,26
2023,2,DEN,Q9_HURDLE,2023-2-DEN,27,30.1425,0.0,26
2023,2,DET,BASELINE,2023-2-DET,34,32.74,0.0,19
2023,2,DET,Q9_HURDLE,2023-2-DET,34,33.0625,0.0,19
2023,2,GB,BASELINE,2023-2-GB,25,28.6425,0.0,19
2023,2,GB,Q9_HURDLE,2023-2-GB,25,28.3875,0.0,19
2023,2,HOU,BASELINE,2023-2-HOU,43,36.51,0.0,24
2023,2,HOU,Q9_HURDLE,2023-2-HOU,43,35.71,0.0,24
2023,2,IND,BASELINE,2023-2-IND,31,32.4875,0.0,19
2023,2,IND,Q9_HURDLE,2023-2-IND,31,33.4375,0.0,19
2023,2,JAX,BASELINE,2023-2-JAX,41,32.0725,0.0,17
2023,2,JAX,Q9_HURDLE,2023-2-JAX,41,32.1375,0.0,17
2023,2,KC,BASELINE,2023-2-KC,39,34.415,0.0,18
2023,2,KC,Q9_HURDLE,2023-2-KC,39,34.4075,0.0,18
2023,2,LA,BASELINE,2023-2-LA,52,27.6525,0.0,17
2023,2,LA,Q9_HURDLE,2023-2-LA,52,28.655,0.0,17
2023,2,LAC,BASELINE,2023-2-LAC,39,37.07,0.0,15
2023,2,LAC,Q9_HURDLE,2023-2-LAC,39,37.1,0.0,15
2023,2,LV,BASELINE,2023-2-LV,23,29.625,0.0,18
2023,2,LV,Q9_HURDLE,2023-2-LV,23,29.5875,0.0,18
2023,2,MIA,BASELINE,2023-2-MIA,29,33.1975,0.0,17
2023,2,MIA,Q9_HURDLE,2023-2-MIA,29,33.8825,0.0,17
2023,2,MIN,BASELINE,2023-2-MIN,43,39.345,0.0,18
2023,2,MIN,Q9_HURDLE,2023-2-MIN,43,38.9875,0.0,18
2023,2,NE,BASELINE,2023-2-NE,42,36.625,0.0,20
2023,2,NE,Q9_HURDLE,2023-2-NE,42,36.73,0.0,20
2023,2,NO,BASELINE,2023-2-NO,32,26.235,0.0,19
2023,2,NO,Q9_HURDLE,2023-2-NO,32,25.8575,0.0,19
2023,2,NYG,BASELINE,2023-2-NYG,35,30.885,0.0,18
2023,2,NYG,Q9_HURDLE,2023-2-NYG,35,30.565,0.0,18
2023,2,NYJ,BASELINE,2023-2-NYJ,25,30.86,0.0,19
2023,2,NYJ,Q9_HURDLE,2023-2-NYJ,25,32.2575,0.0,19
2023,2,PHI,BASELINE,2023-2-PHI,22,30.4625,0.0,13
2023,2,PHI,Q9_HURDLE,2023-2-PHI,22,30.45,0.0,13
2023,2,PIT,BASELINE,2023-2-PIT,29,32.8125,0.0,15
2023,2,PIT,Q9_HURDLE,2023-2-PIT,29,32.725,0.0,15
2023,2,SEA,BASELINE,2023-2-SEA,37,29.86,0.0,19
2023,2,SEA,Q9_HURDLE,2023-2-SEA,37,30.83,0.0,19
2023,2,SF,BASELINE,2023-2-SF,24,27.11,0.0,16
2023,2,SF,Q9_HURDLE,2023-2-SF,24,28.055,0.0,16
2023,2,TB,BASELINE,2023-2-TB,32,39.395,0.0,21
2023,2,TB,Q9_HURDLE,2023-2-TB,32,40.055,0.0,21
2023,2,TEN,BASELINE,2023-2-TEN,24,28.82,0.0,20
2023,2,TEN,Q9_HURDLE,2023-2-TEN,24,28.4025,0.0,20
2023,2,WAS,BASELINE,2023-2-WAS,34,27.805,0.0,20
2023,2,WAS,Q9_HURDLE,2023-2-WAS,34,27.1025,0.0,20
2023,3,ARI,BASELINE,2023-3-ARI,21,33.0575,0.0,20
2023,3,ARI,Q9_HURDLE,2023-3-ARI,21,32.565,0.0,20
2023,3,ATL,BASELINE,2023-3-ATL,38,24.6775,0.0,20
2023,3,ATL,Q9_HURDLE,2023-3-ATL,38,25.65,0.0,20
2023,3,BAL,BASELINE,2023-3-BAL,30,26.9175,0.0,21
2023,3,BAL,Q9_HURDLE,2023-3-BAL,30,27.79,0.0,21
2023,3,BUF,BASELINE,2023-3-BUF,32,34.1475,0.0,17
2023,3,BUF,Q9_HURDLE,2023-3-BUF,32,33.29,0.0,17
2023,3,CAR,BASELINE,2023-3-CAR,57,25.5925,0.0,18
2023,3,CAR,Q9_HURDLE,2023-3-CAR,57,24.92,0.0,18
2023,3,CHI,BASELINE,2023-3-CHI,20,25.56,0.0,22
2023,3,CHI,Q9_HURDLE,2023-3-CHI,20,26.2375,0.0,22
2023,3,CIN,BASELINE,2023-3-CIN,46,37.4225,0.0,17
2023,3,CIN,Q9_HURDLE,2023-3-CIN,46,36.7625,0.0,17
2023,3,CLE,BASELINE,2023-3-CLE,31,29.66,0.0,16
2023,3,CLE,Q9_HURDLE,2023-3-CLE,31,30.105,0.0,16
2023,3,DAL,BASELINE,2023-3-DAL,37,33.515,0.0,19
2023,3,DAL,Q9_HURDLE,2023-3-DAL,37,32.975,0.0,19
2023,3,DEN,BASELINE,2023-3-DEN,36,29.7675,0.0,25
2023,3,DEN,Q9_HURDLE,2023-3-DEN,36,29.425,0.0,25
2023,3,DET,BASELINE,2023-3-DET,31,32.72,0.0,19
2023,3,DET,Q9_HURDLE,2023-3-DET,31,33.3425,0.0,19
2023,3,GB,BASELINE,2023-3-GB,43,28.475,0.0,19
2023,3,GB,Q9_HURDLE,2023-3-GB,43,28.1625,0.0,19
2023,3,HOU,BASELINE,2023-3-HOU,29,36.4675,0.0,24
2023,3,HOU,Q9_HURDLE,2023-3-HOU,29,36.9,0.0,24
2023,3,IND,BASELINE,2023-3-IND,42,31.8025,0.0,20
2023,3,IND,Q9_HURDLE,2023-3-IND,42,32.1925,0.0,20
2023,3,JAX,BASELINE,2023-3-JAX,40,34.395,0.0,18
2023,3,JAX,Q9_HURDLE,2023-3-JAX,40,33.745,0.0,18
2023,3,KC,BASELINE,2023-3-KC,37,36.1625,0.0,18
2023,3,KC,Q9_HURDLE,2023-3-KC,37,35.5575,0.0,18
2023,3,LA,BASELINE,2023-3-LA,32,32.555,0.0,17
2023,3,LA,Q9_HURDLE,2023-3-LA,32,33.1025,0.0,17
2023,3,LAC,BASELINE,2023-3-LAC,48,38.1,0.0,15
2023,3,LAC,Q9_HURDLE,2023-3-LAC,48,37.7325,0.0,15
2023,3,LV,BASELINE,2023-3-LV,44,28.83,0.0,18
2023,3,LV,Q9_HURDLE,2023-3-LV,44,28.6975,0.0,18
2023,3,MIA,BASELINE,2023-3-MIA,28,33.15,0.0,19
2023,3,MIA,Q9_HURDLE,2023-3-MIA,28,32.835,0.0,19
2023,3,MIN,BASELINE,2023-3-MIN,48,40.3875,0.0,18
2023,3,MIN,Q9_HURDLE,2023-3-MIN,48,40.135,0.0,18
2023,3,NE,BASELINE,2023-3-NE,27,37.4375,0.0,18
2023,3,NE,Q9_HURDLE,2023-3-NE,27,37.5325,0.0,18
2023,3,NO,BASELINE,2023-3-NO,33,28.165,0.0,20
2023,3,NO,Q9_HURDLE,2023-3-NO,33,27.215,0.0,20
2023,3,NYG,BASELINE,2023-3-NYG,32,31.25,0.0,18
2023,3,NYG,Q9_HURDLE,2023-3-NYG,32,31.1725,0.0,18
2023,3,NYJ,BASELINE,2023-3-NYJ,28,30.53,0.0,19
2023,3,NYJ,Q9_HURDLE,2023-3-NYJ,28,30.5325,0.0,19
2023,3,PHI,BASELINE,2023-3-PHI,35,29.445,0.0,14
2023,3,PHI,Q9_HURDLE,2023-3-PHI,35,28.2775,0.0,14
2023,3,PIT,BASELINE,2023-3-PIT,27,31.5275,0.0,15
2023,3,PIT,Q9_HURDLE,2023-3-PIT,27,32.0575,0.0,15
2023,3,SEA,BASELINE,2023-3-SEA,35,31.9,0.0,16
2023,3,SEA,Q9_HURDLE,2023-3-SEA,35,32.2725,0.0,16
2023,3,SF,BASELINE,2023-3-SF,34,26.965,0.0,17
2023,3,SF,Q9_HURDLE,2023-3-SF,34,26.07,0.0,17
2023,3,TB,BASELINE,2023-3-TB,25,38.6475,0.0,21
2023,3,TB,Q9_HURDLE,2023-3-TB,25,37.635,0.0,21
2023,3,TEN,BASELINE,2023-3-TEN,24,27.1075,0.0,20
2023,3,TEN,Q9_HURDLE,2023-3-TEN,24,27.6,0.0,20
2023,3,WAS,BASELINE,2023-3-WAS,29,28.5975,0.0,19
2023,3,WAS,Q9_HURDLE,2023-3-WAS,29,28.835,0.0,19
2023,4,ARI,BASELINE,2023-4-ARI,41,30.26,0.0,19
2023,4,ARI,Q9_HURDLE,2023-4-ARI,41,30.88,0.0,19
2023,4,ATL,BASELINE,2023-4-ATL,30,26.99,0.0,19
2023,4,ATL,Q9_HURDLE,2023-4-ATL,30,28.3525,0.0,19
2023,4,BAL,BASELINE,2023-4-BAL,18,28.365,0.0,20
2023,4,BAL,Q9_HURDLE,2023-4-BAL,18,28.665,0.0,20
2023,4,BUF,BASELINE,2023-4-BUF,25,32.775,0.0,16
2023,4,BUF,Q9_HURDLE,2023-4-BUF,25,33.5925,0.0,16
2023,4,CAR,BASELINE,2023-4-CAR,31,30.5675,0.0,18
2023,4,CAR,Q9_HURDLE,2023-4-CAR,31,30.825,0.0,18
2023,4,CHI,BASELINE,2023-4-CHI,32,24.4075,0.0,22
2023,4,CHI,Q9_HURDLE,2023-4-CHI,32,24.32,0.0,22
2023,4,CIN,BASELINE,2023-4-CIN,27,39.005,0.0,16
2023,4,CIN,Q9_HURDLE,2023-4-CIN,27,39.5675,0.0,16
2023,4,CLE,BASELINE,2023-4-CLE,34,29.9825,0.0,16
2023,4,CLE,Q9_HURDLE,2023-4-CLE,34,29.2225,0.0,16
2023,4,DAL,BASELINE,2023-4-DAL,36,34.045,0.0,19
2023,4,DAL,Q9_HURDLE,2023-4-DAL,36,33.7275,0.0,19
2023,4,DEN,BASELINE,2023-4-DEN,26,31.02,0.0,23
2023,4,DEN,Q9_HURDLE,2023-4-DEN,26,30.955,0.0,23
2023,4,DET,BASELINE,2023-4-DET,27,33.61,0.0,19
2023,4,DET,Q9_HURDLE,2023-4-DET,27,32.355,0.0,19
2023,4,GB,BASELINE,2023-4-GB,34,31.3575,0.0,19
2023,4,GB,Q9_HURDLE,2023-4-GB,34,31.2525,0.0,19
2023,4,HOU,BASELINE,2023-4-HOU,27,35.195,0.0,22
2023,4,HOU,Q9_HURDLE,2023-4-HOU,27,35.375,0.0,22
2023,4,IND,BASELINE,2023-4-IND,24,34.235,0.0,20
2023,4,IND,Q9_HURDLE,2023-4-IND,24,34.2375,0.0,20
2023,4,JAX,BASELINE,2023-4-JAX,30,35.0125,0.0,16
2023,4,JAX,Q9_HURDLE,2023-4-JAX,30,34.9425,0.0,16
2023,4,KC,BASELINE,2023-4-KC,29,35.8525,0.0,19
2023,4,KC,Q9_HURDLE,2023-4-KC,29,36.1075,0.0,19
2023,4,LA,BASELINE,2023-4-LA,39,32.625,0.0,16
2023,4,LA,Q9_HURDLE,2023-4-LA,39,32.505,0.0,16
2023,4,LAC,BASELINE,2023-4-LAC,24,39.6625,0.0,16
2023,4,LAC,Q9_HURDLE,2023-4-LAC,24,39.965,0.0,16
2023,4,LV,BASELINE,2023-4-LV,38,31.695,0.0,18
2023,4,LV,Q9_HURDLE,2023-4-LV,38,31.4575,0.0,18
2023,4,MIA,BASELINE,2023-4-MIA,34,31.5225,0.0,19
2023,4,MIA,Q9_HURDLE,2023-4-MIA,34,31.13,0.0,19
2023,4,MIN,BASELINE,2023-4-MIN,18,41.72,0.0,19
2023,4,MIN,Q9_HURDLE,2023-4-MIN,18,41.435,0.0,19
2023,4,NE,BASELINE,2023-4-NE,29,35.29,0.0,18
2023,4,NE,Q9_HURDLE,2023-4-NE,29,35.53,0.0,18
2023,4,NO,BASELINE,2023-4-NO,37,29.1275,0.0,20
2023,4,NO,Q9_HURDLE,2023-4-NO,37,28.795,0.0,20
2023,4,NYG,BASELINE,2023-4-NYG,31,31.635,0.0,16
2023,4,NYG,Q9_HURDLE,2023-4-NYG,31,32.01,0.0,16
2023,4,NYJ,BASELINE,2023-4-NYJ,39,29.795,0.0,21
2023,4,NYJ,Q9_HURDLE,2023-4-NYJ,39,29.9575,0.0,21
2023,4,PHI,BASELINE,2023-4-PHI,34,30.1575,0.0,15
2023,4,PHI,Q9_HURDLE,2023-4-PHI,34,30.4475,0.0,15
2023,4,PIT,BASELINE,2023-4-PIT,27,30.795,0.0,15
2023,4,PIT,Q9_HURDLE,2023-4-PIT,27,30.315,0.0,15
2023,4,SEA,BASELINE,2023-4-SEA,25,32.845,0.0,15
2023,4,SEA,Q9_HURDLE,2023-4-SEA,25,32.645,0.0,15
2023,4,SF,BASELINE,2023-4-SF,21,28.3875,0.0,18
2023,4,SF,Q9_HURDLE,2023-4-SF,21,28.2275,0.0,18
2023,4,TB,BASELINE,2023-4-TB,30,35.225,0.0,20
2023,4,TB,Q9_HURDLE,2023-4-TB,30,35.7275,0.0,20
2023,4,TEN,BASELINE,2023-4-TEN,26,26.6575,0.0,19
2023,4,TEN,Q9_HURDLE,2023-4-TEN,26,26.7925,0.0,19
2023,4,WAS,BASELINE,2023-4-WAS,39,28.285,0.0,21
2023,4,WAS,Q9_HURDLE,2023-4-WAS,39,28.255,0.0,21
2023,5,ARI,BASELINE,2023-5-ARI,30,32.4175,0.0,12
2023,5,ARI,Q9_HURDLE,2023-5-ARI,30,32.36,0.0,12
2023,5,ATL,BASELINE,2023-5-ATL,38,27.665,0.0,13
2023,5,ATL,Q9_HURDLE,2023-5-ATL,38,28.3125,0.0,13
2023,5,BAL,BASELINE,2023-5-BAL,38,25.6375,0.0,15
