Entry ID,Contest Name,Contest ID,Entry Fee,CPT,FLEX,FLEX,FLEX,FLEX,FLEX
5268170944,NFL Showdown $4K Dime Package [Just $0.10!] (ATL @ GB),195943240,$0.10,44225918,44225866,44225867,44225875,44225890,44225894
5268171004,NFL Showdown $4K Dime Package [Just $0.10!] (ATL @ GB),195943240,$0.10,44225918,44225866,44225868,44225867,44225894,44225897
5268171005,NFL Showdown $4K Dime Package [Just $0.10!] (ATL @ GB),195943240,$0.10,44225920,44225865,44225866,44225868,44225890,44225896
5268171006,NFL Showdown $4K Dime Package [Just $0.10!] (ATL @ GB),195943240,$0.10,44225920,44225865,44225866,44225875,44225886,44225897
5268171007,NFL Showdown $4K Dime Package [Just $0.10!] (ATL @ GB),195943240,$0.10,44225919,44225865,44225875,44225874,44225876,44225897
5268171008,NFL Showdown $4K Dime Package [Just $0.10!] (ATL @ GB),195943240,$0.10,44225919,44225865,44225867,44225876,44225890,44225891
5268171009,NFL Showdown $4K Dime Package [Just $0.10!] (ATL @ GB),195943240,$0.10,44225921,44225867,44225875,44225869,44225876,44225890
5268171010,NFL Showdown $4K Dime Package [Just $0.10!] (ATL @ GB),195943240,$0.10,44225921,44225875,44225869,44225874,44225876,44225886
5268171011,NFL Showdown $4K Dime Package [Just $0.10!] (ATL @ GB),195943240,$0.10,44225928,44225868,44225869,44225874,44225877,44225890
5268171012,NFL Showdown $4K Dime Package [Just $0.10!] (ATL @ GB),195943240,$0.10,44225922,44225868,44225874,44225876,44225877,44225881
